lemma_name,lexical_abbreviation,definition_text
"angin gending",noun,"angin kencang tipe fohn yang berembus pada musim kemarau dan sifatnya panas serta kering, dapat merusak tanaman terdapat di daerah Pasuruan, Jawa Timur"
"angin gila",noun,"angin yang berubah-ubah arahnya"
"angin gletser",noun,"angin yang bertiup ke bawah sepanjang lereng gletser, pada siang dan malam hari"
"angin gunung",noun,"angin katabatik yang bertiup pada malam hari dan pada jam-jam pertama setelah matahari terbit, dari arah lereng gunung menuju lembah dan dataran rendah"
"angin gunung-gunungan",noun,"gerakan udara yang besar"
"angin haluan",noun,"angin yang bertiup dari arah depan berlawanan dengan arah gerakan perahu; angin sakal"
"angin haluan ekuivalen",noun,"angin membujur ekuivalen yang bertiup dari depan pesawat terbang dsb"
"angin hulu timur",noun,"angin yang bertiup tepat dari arah timur"
"angin indera bayu",noun,"angin ribut"
"angin jahat",noun,"angin yang buruk membuat orang mudah sakit, seperti angin yang sangat dingin, angin pada musim pancaroba"
"angin jatuh",noun,"angin fohn"
"angin katabatik",noun,"angin lokal yang berembus pada malam hari dari lereng gunung atau pegunungan ke lembah"
"angin kelambu menunggal",noun,"angin utara yang membawa hujan"
"angin kelambu sebelah",noun,"angin utara yang tidak membawa hujan"
"angin kencang",noun,"gerakan udara yang mempunyai kecepatan antara 22&#151;26 knot (mil per jam)"
"angin kepala",noun,"angin utara timur laut"
"angin kumbang",noun,"angin kencang tipe fohn yang sifatnya panas dan kering, dapat menimbulkan kerusakan pada tanaman, seperti tebu, terdapat di daerah Cirebon, Jawa Barat"
"angin lalu",noun,"sesuatu yang bersifat sementara"
"angin lalu",noun,"kabar yang belum pasti (hanya kata orang)"
"angin lalu",noun,"sesuatu yang tidak perlu didengar (diperhatikan); sesuatu yang remeh"
"angin langkisau",noun,"angin puting beliung"
"angin laut",noun,"angin yang bertiup dari arah laut ke darat yang terjadi pada siang hari"
"angin lembah",noun,"angin anabatik"
"angin limbubu",noun,"angin puyuh"
"angin lokal",noun,"angin yang bertiup dalam daerah terbatas yang disebabkan oleh keadaan setempat"
"angin lokal",noun,"gerakan udara yang untuk sementara waktu memperoleh sifat tertentu yang disebabkan oleh keadaan setempat"
"angin membakat",noun,"angin dari buritan dengan ombak yang tinggi"
"angin membujur ekuivalen",noun,"gerakan angin yang arahnya sejajar dengan arah pesawat terbang dsb"
"angin menebing",noun,"angin membakat"
"angin menganan",noun,"perubahan arah angin mengikuti jarum jam di kedua belahan bumi"
"angin menumbuk kurung",noun,"angin membakat"
"angin musim",noun,"angin yang datang menurut musim tiap-tiap tahun"
"angin paksa",noun,"gerakan udara yang baik untuk berlayar"
"angin palsu",noun,"angin yang masuk ke dalam saluran minyak rem sehingga berakibat rem mobil blong"
"angin pancaroba",noun,"angin yang berembus dengan aliran tetap di antara garis balik utara dan garis balik selatan menuju khatulistiwa dan kembali menuju garis balik utara dan selatan"
"angin pengarak pagi",noun,"angin pada waktu dini hari"
"angin permukaan",noun,"angin yang bertiup di dekat permukaan bumi, pada dasarnya diukur pada ketinggian 10 m dari permukaan tanah di lapangan terbuka"
"angin pilin",noun,"angin yang berputar dalam ukuran kecil; lesus"
"angin pusar",noun,"gerakan udara yang berputar dengan cepat"
"angin puting beliung",noun,"gerakan udara (angin) yang berpusing; angin puyuh"
"angin puyuh",noun,"angin puting beliung; kisaran angin"
"angin puyuh",noun,"angin topan di daerah tropis"
"angin ribut",noun,"gerakan udara yang kecepatannya antara 32&#151;37 knot (mil per jam)"
"angin sakal",noun,"angin haluan"
"angin salah",noun,"angin yang tidak baik"
"angin sapu-sapu",noun,"angin sepoi-sepoi"
"angin semu",noun,"gerakan udara yang kecepatannya diukur terhadap benda yang bergerak"
"angin sendalu",noun,"angin yang sedang, yang tidak terlalu kencang"
"angin sepoi-sepoi",noun,"angin yang bertiup lemah dan lembut"
"angin si sapai-sapai",noun,"angin sepoi-sepoi"
"angin sorong buritan",noun,"angin buritan"
"angin temberang buritan",noun,"angin sorong dari buritan (haluan)"
"angin tenang",noun,"gerakan udara yang kecepatannya lebih kecil daripada dua knot"
"angin tenggara",noun,"gerakan udara yang arah utamanya bertiup dari tenggara"
"angin tenggara mandi",noun,"gerakan udara kencang dari tenggara disertai kabut yang ditimbulkan oleh bergeloranya gelombang laut"
"angin termal",noun,"angin yang arah geraknya ke atas, disebabkan oleh permukaan bumi yang panas karena mendapat sinar matahari"
"angin tikus",noun,"gerakan udara pada awal angin tenggara"
"angin timba ruang",noun,"angin kencang dari arah sisi perahu"
"angin timur",noun,"gerakan udara yang arah utamanya bertiup dari sebelah timur"
"angin timuran",noun,"angin timur"
"angin topan",noun,"angin puting beliung"
"angin tukus",noun,"angin tikus"
"angin tumbuk kurung",noun,"angin membakat"
"angin turutan",noun,"angin buritan"
"angin umum",noun,"gerakan udara di suatu tempat yang arahnya mempunyai frekuensi paling tinggi jika dibandingkan dengan arah angin yang lain"
"angin utara",noun,"gerakan udara yang arah utamanya bertiup dari sebelah utara"
"angin yahum",noun,"angin membakat"
"angina pektoris",noun,"rasa kejang pada jantung"
"angka akhir",noun,"angka penentu"
"angka Arab",noun,"angka yang berasal dari ejaan Arab yang sekarang menjadi angka internasional (1, 2, 3, dst); angka biasa"
"angka babak",noun,"angka (biji) terakhir dalam satu babak (set)"
"angka barion",noun,"bilangan kuantum yang kekal dalam interaksi yang besarnya sama dengan jumlah barion dikurangi jumlah antibarion di dalam suatu sistem"
"angka bias",noun,"nisbah (hasil bagi) kecepatan cahaya di dalam ruang hampa dan kecepatan cahaya di dalam sebuah zat antara (medium), dan angka ini mencirikan sifat optis bahan zat antara itu; indeks bias"
"angka biasa",noun,"angka dengan tanda 0 (nol) sampai 9 yang digunakan untuk menyatakan suatu bilangan; angka Arab"
"angka desimal",noun,"bilangan desimal"
"angka dua",noun,"tanda kata ulang berupa angka 2 (biasanya ditulis agak ke atas dan ukurannya agak kecil) yang dapat dipakai dalam tulisan cepat dan notula untuk menyatakan pengulangan kata dasar, misal kata2, lebih2"
"angka fertilitas",noun,"keadaan fertilitas penduduk pada satu waktu tertentu"
"angka fertilitas kumulatif",noun,"rata-rata banyaknya anak yang dilahirkan oleh seorang wanita sejak mereka mulai memasuki usia melahirkan sampai mereka mencapai umur tertentu (misal umur 20&#151;24, 30&#151;34, atau 45&#151;49 tahun)"
"angka fertilitas umum",noun,"banyaknya kelahiran selama satu tahun per 1.000 wanita yang berumur 15&#151;44 tahun (wanita dalam usia melahirkan)"
"angka ganjil",noun,"angka yang tidak habis dibagi dua"
"angka gasal",noun,"angka ganjil"
"angka genap",noun,"angka yang habis dibagi dua"
"angka halaman",noun,"nomor urut halaman yang terdapat pada surat, majalah, atau buku"
"angka indeks",noun,"bilangan yang menunjukkan perbedaan suatu hal pada suatu waktu sebelumnya"
"angka kecermatan",noun,"angka yang merupakan presentasi yang diperoleh dari perbandingan antara jumlah surat yang ditemukan dan yang tidak ditemukan"
"angka kelahiran",noun,"bilangan yang menunjukkan banyaknya bayi lahir dari tiap seribu penduduk dalam jangka satu tahun"
"angka kematian",noun,"bilangan yang menunjukkan banyaknya ternak mati pada suatu periode tertentu"
"angka kematian anak-anak",noun,"bilangan yang menunjukkan jumlah kematian anak-anak umur 1&#151;4 tahun per seribu penduduk"
"angka kematian kasar",noun,"bilangan yang menunjukkan jumlah kematian per 1.000 orang penduduk dalam satu tahun"
"angka kematian neonatal",noun,"bilangan yang menunjukkan jumlah kematian bayi (di bawah umur 1 bulan atau 28 hari) dari setiap 1.000 kelahiran (bayi) hidup selama satu tahun"
"angka pecahan",noun,"bilangan pecahan"
"angka penuh",noun,"bilangan yang bukan bilangan pecahan"
"angka reproduksi",noun,"banyaknya bayi perempuan yang akan menggantikan ibunya dalam satu generasi pada masa yang akan datang"
"angka Romawi",noun,"angka yang berasal dari Zaman Kerajaan Romawi, seperti I, II, III, IV, V, VI, VII, VIII, IX, X, L (= 50), C (= 500), M (= 1000)"
"angka sial",noun,"angka yang menurut kepercayaan membawa sial (kemalangan)"
"angka tanding",noun,"angka (nilai) terakhir dalam satu pertandingan; nilai yang akan mengakhiri suatu pertandingan; angka"
"angka untung",noun,"angka kemenangan setelah jus"
"angka urut",noun,"nomor yang berturut-turut, seperti 1, 2, 3, 4, dan 5"
"angka utuh",noun,"bilangan bulat"
"angkat berat",verb,"olahraga yang mempertandingkan adu tenaga atau kekuatan dalam mengangkat beban (besi)"
"angkat besi",verb,"olahraga dengan mengangkat halter (besi)"
"angkat bicara",verb,"mulai bicara (berpidato dsb)"
"angkat kaki",verb,"pergi (meninggalkan tempat)"
"angkat kaki",verb,"melarikan diri; kabur"
"angkat tangan",verb,"mengangkat kedua belah tangan ke atas seperti ketika orang mulai salat"
"angkat tangan",verb,"mengacungkan tangan ke atas tanda menunjukkan diri"
"angkat tangan",verb,"menyerah (tidak akan melawan lagi); takluk"
"angkat tangan",verb,"tidak sanggup menghadapi; putus asa"
"angkat topi",verb,"menaruh hormat; kagum"
"angkatan baru",noun,"turunan baru (penganut aliran zaman baru)"
"angkatan bersenjata",noun,"tentara; militer"
"angkatan darat",noun,"angkatan bersenjata dengan alat perlengkapannya yang bertugas di bidang pertahanan dan keamanan, terutama di darat"
"angkatan empat puluh lima",noun,"para pejuang kemerdekaan yang memelopori revolusi pada saat-saat menjelang Proklamasi Kemerdekaan pada tahun 1945"
"angkatan empat puluh lima",noun,"kelompok pengarang dan seniman yang muncul sekitar tahun 1945"
"angkatan enam puluh enam",noun,"kelompok pemuda Indonesia yang bekerja sama dengan ABRI menumbangkan Orde Lama dan menegakkan Orde Baru"
"angkatan kelima",noun,"angkatan bersenjata yang terdiri dari rakyat, di samping empat angkatan yang sudah ada, yaitu angkatan darat, laut, udara, dan kepolisian (dalam paham komunisme)"
"angkatan kerja",noun,"penduduk yang berada dalam usia kerja, baik mereka yang sedang bekerja maupun yang sedang mencari pekerjaan"
"angkatan laut",noun,"angkatan bersenjata dengan alat perlengkapannya yang bertugas di bidang pertahanan dan keamanan, terutama di laut"
"angkatan muda",noun,"jabatan pegawai negara"
"angkatan muda",noun,"orang yang diangkat oleh negara"
"angkatan negara",noun,"kelompok orang muda; turunan yang termuda"
"angkatan penerus",noun,"kelompok orang yang akan menggantikan kelompok sebelumnya"
"angkatan perang",noun,"kelompok besar orang yang diperlengkapi dengan senjata yang bertugas di bidang pertahanan dan keamanan, meliputi angkatan darat, angkatan laut, dan angkatan udara; angkatan bersenjata"
"angkatan udara",noun,"angkatan bersenjata dengan alat perlengkapannya yang bertugas di bidang pertahanan dan keamanan, terutama di udara"
"anjing air",noun,berang-berang
"anjing arau",noun,"anjing belang"
"anjing belang",noun,"anjing yang bulunya berbelang-belang, Caries"
"anjing geladak",noun,"anjing liar (tidak dipiara orang)"
"anjing geladak",noun,"penjahat yang hidup di pelabuhan-pelabuhan laut"
"anjing gembala",noun,"anjing yang telah dilatih khusus untuk membantu menggiring dan menjaga domba"
"anjing gila",noun,"anjing yang terkena penyakit gila"
"anjing gila",noun,"penyakit yang disebabkan oleh virus yang berasal dari gigitan anjing gila (sangat berbahaya bagi manusia); Rabies caning"
"anjing hutan",noun,"anjing liar yang hidup di hutan; serigala; Cuon javanicus"
"anjing kampung",noun,"anjing yang tidak dipiara secara khusus"
"anjing laut",noun,"binatang laut yang rupanya seperti anjing"
"anjing sabun",noun,"anjing yang warna bulunya putih"
"anjing tanah",noun,"binatang seperti jangkrik yang kepalanya besar dan keluarnya pada waktu malam"
"antena parabola",noun,"antena televisi berbentuk bundar seperti piring cekung yang mempunyai kemampuan menerima siaran jarak jauh"
"anting jepit",noun,"anting yang cara memakainya dijepitkan pada cuping telinga"
"anting neraca",noun,"batu timbangan yang ringan-ringan (seperti gram)"
"antisiklon panas",noun,"antisiklon yang suhu di dalamnya lebih tinggi"
"antisiklon subtropis",noun,"deretan daerah tekanan tinggi yang sumbunya hampir sejajar dengan garis lintang geografi"
"antropologi budaya",noun,"ilmu tentang manusia ditinjau dari sudut sejarah kebudayaannya"
"antropologi hukum",noun,"ilmu yang meneliti sebab persengketaan dan cara penyelesaiannya, terutama pada masyarakat sederhana"
"apa akal",pronoun,"bagaimana; apa yang harus diperbuat"
"apa boleh buat",pronoun,"lihat buat"
"apa daya",pronoun,"tidak ada kuasa lagi"
"apa hendak dikata",pronoun,"tidak ada lagi yang dapat dikatakan (diperbuat) karena semuanya sudah terjadi"
"apa kabar",pronoun,"ada kabar bagaimana lagi"
"apa kabar",pronoun,"bagaimana keadaannya"
"apa lagi",pronoun,"lebih-lebih; tambahan lagi"
"apa macam",pronoun,bagaimana
"apa mau",pronoun,"apa boleh buat"
"apa saja",pronoun,"sekalian yang belum diketahui"
"apa saja",pronoun,"segala sesuatu"
"aparatur negara",noun,"alat kelengkapan negara, terutama meliputi bidang kelembagaan, ketatalaksanaan, dan kepegawaian, yang mempunyai tanggung jawab melaksanakan roda pemerintahan sehari-hari"
"aparatur pemerintah",noun,"pegawai negeri; alat negara; aparatur negara"
"apel bendera",noun,"apel dalam upacara penaikan atau penurunan bendera (untuk menghormati penaikan atau penurunan bendera kebangsaan)"
"apel besar",noun,"berkumpul banyak-banyak untuk mendengarkan amanat (pemerintah)"
"apel paripurna",noun,"apel lengkap (diikuti oleh seluruh anggota)"
"apel siaga",noun,"apel untuk mengetahui kesiapan dalam pelaksanaan tugas"
"api lancip",noun,"api yang lebih panas daripada api biasa"
"api neraka",noun,"api penyiksa dalam neraka"
"api penyuci",noun,"tempat siksaan di akhirat untuk membersihkan jiwa orang yang berdosa ringan"
"api unggun",noun,"api yang menyala dari tumpukan kayu yang terbakar"
"api unggun",noun,"acara (biasanya pada malam penutupan masa perkenalan anggota baru) dengan membuat api unggun (misal dalam kepramukaan)"
"apitan minyak",noun,"kempa minyak"
"apitan tebu",noun,"benda berat yang digunakan untuk mengempa tebu supaya keluar airnya; kempa tebu"
"apotek hidup",noun,"sebagian tanah yang ditanami tanaman obat-obatan untuk keperluan sehari-hari"
"apung-apung buih",noun,"timbul tenggelam (tentang nasib atau peruntungan)"
"ara kelebuk",noun,"pohon ara; Ficus roxburghii"
"arah ke",noun,"ke jurusan"
"arah tujuan",noun,"maksud; tujuan"
"arak obat",noun,"arak yang biasa diminum untuk obat penat"
"arak-arakan obor",noun,"arak-arakan dengan membawa obor"
"aral gendala",noun,"alangan yang muncul dengan tidak disangka-sangka"
"aral melintang",noun,"aral gendala"
"aral menggalang",noun,"aral gendala"
"aral ru-ang",noun,"efek penataan ruang atom dalam struktur molekul yang menghambat reaksi atau proses kimia"
"aram temaram",noun,"hampir gelap; suram (tidak bercahaya terang)"
"arang batok",noun,"arang yang dibuat dari bara tempurung yang dipengap"
"arang batu",noun,"batu bara"
"arang kayu",noun,"arang yang dibuat dari bara kayu yang dipengap"
"arang lemak",noun,"arang gas"
"arang para",noun,"jelaga di para-para (di dapur) yang berasal dari asap bekas memasak"
"arang periuk",noun,"jelaga pada periuk"
"aras kerdan",verb,"kue yang dibuat dari tepung yang dimakan dengan kuah berempah, disajikan sebagai pembuka selera (dimakan sebelum makanan utama)"
"aras lutut",adjective,"sampai ke lutut"
"aras tenaga",verb,"setiap nilai tenaga yang diizinkan untuk suatu sistem fisis yang dapat berkaitan dengan lebih dari satu keadaan"
"arau batu",adjective,"bintik-bintik putih di atas dasar gelap"
"arau hujan panas",adjective,"bintik-bintik merah di atas dasar putih"
"aroma susu",noun,"bau rasa yang spesifik dari air susu"
"arsip utuh",noun,"pembakuan, pengaturan, dan pengawetan yang diperlukan supaya bahan arsip dapat dikenal dan disusun sebagaimana aslinya tanpa ada yang dirusak dan diubah"
"arteri renalis",noun,"pembuluh darah ke ginjal"
"artikel karet",noun,"artikel undang-undang yang mengandung banyak tafsiran"
"artikulator aktif",noun,"alat ucap yang dapat bergerak, untuk menghasilkan bunyi bahasa (seperti lidah dan bibir)"
"artikulator pasif",noun,"alat ucap yang tidak dapat bergerak, tetapi disentuh atau didekati oleh artikulator aktif dalam menghasilkan bunyi bahasa (misal gigi atas dan langit-langit)"
"artis tamu",noun,"artis terkenal yang ikut dalam pertunjukan drama dsb sebagai tamu dan dalam pertunjukan yang terbatas"
"arus air",noun,"gerak air yang mengalir; aliran air"
"arus angin barat",noun,"arus dingin yang mengalir dekat kutub selatan yang terjadi karena angin barat bertiup terus-menerus akibat perputaran bumi"
